Country,Year,GghExclLandForestry,GhgInclLandForestry,COExclLandForestry,GhgEmissionCH4,GhgEmissionN2O,GhgEmissionFgas,GhgEmissionEnergy,GhgEmissionIndustrial,GhgEmissionAgri,GhgEmissionWaste,CO2EmissionLUCF,CO2EmissionBunkerFuels,CO2EmissionElectricity,CO2EmissionManufacturing,CO2EmissionTransportation,GghEmissionFuel,GhgEmissionFugitive,Population,GDPUSDMillion2005,GDPUSDMillion2005,Energy,Temperature
Liberia,2010,1.89,16.88,0.80,0.85,0.20,0.04,0.00,0.07,0.39,0.66,14.99,0.00,0.00,0.00,0.00,0.00,0.00,3957990,2725.186717,960.2556042,NA,1.42
Liberia,2011,1.71,16.70,0.59,0.87,0.20,0.05,0.00,0.00,0.40,0.68,14.99,0.00,0.00,0.00,0.00,0.00,0.00,4079697,2974.041473,1047.942871,NA,1.102
Libya,1990,95.38,95.38,37.82,56.44,1.09,0.03,91.12,1.37,2.10,0.80,0.00,0.88,16.33,3.60,6.12,1.34,63.73,4259811,NA,NA,11167.528,0.557
Libya,1991,93.02,93.02,35.30,56.61,1.09,0.03,88.93,1.21,2.07,0.82,0.00,0.91,15.87,3.97,6.17,1.46,61.46,4359515,NA,NA,11329.264,0.231
Libya,1992,90.34,90.34,32.46,56.77,1.08,0.03,86.28,1.17,2.04,0.85,0.00,0.93,15.27,4.37,6.26,1.52,58.86,4459214,NA,NA,11272.288,-0.404
Libya,1993,90.97,90.97,32.93,56.94,1.08,0.03,86.91,1.17,2.01,0.87,0.00,1.02,15.70,3.97,7.36,1.64,58.24,4558021,NA,NA,11699.672,0.306
Libya,1994,96.40,96.40,38.20,57.10,1.07,0.03,91.61,1.92,1.98,0.90,0.00,1.15,18.20,4.35,8.75,1.83,58.48,4654483,NA,NA,13210.44,0.47
Libya,1995,98.33,98.33,39.96,57.27,1.06,0.03,93.81,1.63,1.95,0.92,0.00,1.19,18.82,4.95,9.41,1.97,58.66,4747619,NA,NA,13986.269,0.344
Libya,1996,100.69,100.69,42.04,57.56,1.05,0.04,96.04,1.81,1.90,0.95,0.00,2.04,19.55,4.96,10.41,2.11,59.01,4837354,NA,NA,14893.033,0.541
Libya,1997,100.54,100.54,41.61,57.85,1.03,0.05,96.40,1.31,1.85,0.97,0.00,1.97,19.27,5.57,9.99,2.19,59.38,4924347,NA,NA,15145.699,0.472
Libya,1998,101.80,101.80,42.60,58.13,1.01,0.06,97.45,1.55,1.80,1.00,0.00,2.06,20.34,5.41,9.84,2.22,59.63,5009240,NA,NA,15342.425,0.76
Libya,1999,100.62,100.62,41.13,58.42,0.99,0.07,96.28,1.56,1.75,1.02,0.00,2.02,18.31,5.77,10.84,2.39,58.96,5092939,NA,34647.20415,15148.53,1.248
Libya,2000,102.67,102.67,42.91,58.71,0.98,0.08,98.34,1.57,1.70,1.05,0.00,2.35,20.21,5.88,11.02,2.42,58.80,5176185,39300,35929.15071,15901.156,0.306
Libya,2001,106.58,106.58,44.57,60.92,0.99,0.11,102.17,1.60,1.72,1.07,0.00,1.67,20.79,5.98,11.37,2.50,61.54,5258677,45400,34384.19723,16360.864,1.291
Libya,2002,110.61,110.61,46.35,63.13,1.00,0.14,105.98,1.78,1.74,1.10,0.00,1.58,22.16,5.98,11.59,2.56,63.69,5340389,40000,33937.20266,16950.714,0.905
Libya,2003,113.46,113.46,46.95,65.34,1.01,0.17,108.66,1.91,1.76,1.13,0.00,1.69,23.90,5.62,11.76,2.61,64.77,5422612,33360,38349.03901,17440.706,0.95
Libya,2004,116.97,116.97,48.21,67.54,1.01,0.20,112.04,1.99,1.78,1.16,0.00,1.86,23.83,6.25,12.26,2.49,67.21,5507000,35000,40036.39672,17795.591,0.745
Libya,2005,122.51,122.51,51.51,69.75,1.02,0.23,117.50,2.03,1.79,1.19,0.00,1.90,24.33,5.74,12.62,2.48,72.33,5594450,37480,44000,17670.344,0.717
Libya,2006,126.45,126.45,53.44,71.72,1.04,0.26,120.52,2.90,1.81,1.22,0.00,1.95,24.34,6.15,12.62,2.45,74.96,5686475,NA,46596,17898.642,0.81
Libya,2007,127.14,127.14,52.12,73.68,1.05,0.29,121.19,2.88,1.83,1.25,0.00,2.02,22.62,6.23,13.07,2.51,76.76,5782108,NA,49391.76,17525.188,0.86
Libya,2008,131.64,131.64,54.61,75.65,1.06,0.32,125.45,3.06,1.84,1.28,0.00,2.00,23.15,6.41,12.77,2.60,80.52,5876805,NA,51268.64688,17737.685,0.879
Libya,2009,140.32,140.32,61.29,77.61,1.07,0.34,133.57,3.58,1.86,1.32,0.00,1.83,24.65,6.57,17.89,3.21,81.24,5964325,NA,52345.28846,20285.923,0.764
Libya,2010,145.75,145.75,64.72,79.58,1.08,0.37,139.17,3.36,1.87,1.35,0.00,1.85,25.19,5.25,21.89,3.27,83.57,6040612,NA,NA,21610.564,2.074
Libya,2011,117.00,117.00,37.20,78.28,1.10,0.41,113.30,0.00,1.91,1.38,0.00,0.63,18.61,2.65,12.01,1.67,78.36,6103233,NA,NA,13342.442,0.819
Lithuania,1990,47.33,47.33,34.03,6.42,6.89,0.00,33.83,1.93,9.98,1.61,0.00,0.70,13.67,7.15,5.47,7.39,0.15,3697838,57956.28276,24756.14425,16063.885,NA
Lithuania,1991,48.15,48.15,36.14,5.90,6.10,0.01,35.97,1.81,8.83,1.55,0.00,0.97,14.72,7.32,6.04,7.73,0.16,3704134,54666.87947,23351.06893,17045.314,NA
Lithuania,1992,31.23,33.45,20.51,5.39,5.31,0.02,20.38,1.66,7.68,1.50,2.22,1.11,8.62,3.64,3.99,3.96,0.16,3700114,43045.26365,18386.87206,11020.705,1.485
Lithuania,1993,25.57,27.77,16.14,4.88,4.53,0.02,16.23,1.36,6.54,1.45,2.20,0.61,7.36,2.27,3.05,3.38,0.17,3682613,36060.36796,15403.25964,9104.342,0.297
Lithuania,1994,23.41,25.60,15.28,4.36,3.74,0.03,15.45,1.18,5.39,1.39,2.19,0.59,7.27,2.54,2.40,3.06,0.18,3657144,32538.69366,13898.96928,8120.6,0.947
Lithuania,1995,21.33,23.50,14.49,3.85,2.96,0.04,14.68,1.09,4.24,1.34,2.17,0.56,6.42,2.51,2.93,2.64,0.18,3629102,33609.24277,14356.25652,8714.235,1.515
Lithuania,1996,22.12,24.27,15.11,3.76,3.19,0.06,15.28,1.31,4.21,1.34,2.15,0.51,7.12,2.40,3.23,2.34,0.19,3601613,35351.09892,15100.29392,9400.483,-0.518
Lithuania,1997,21.90,24.03,14.72,3.68,3.42,0.08,14.86,1.52,4.17,1.35,2.14,0.28,6.68,2.33,3.64,2.01,0.20,3575137,37991.52144,16228.15578,8903.416,0.521
Lithuania,1998,22.91,25.02,15.55,3.60,3.65,0.10,15.65,1.76,4.13,1.36,2.12,0.25,7.55,2.34,3.82,1.73,0.21,3549331,40889.82507,17466.17208,9346.358,0.74
Lithuania,1999,20.65,22.75,13.12,3.51,3.88,0.12,13.30,1.90,4.09,1.36,2.11,0.31,6.08,2.06,3.41,1.53,0.22,3524238,40450.98182,17278.71929,7963.689,1.49
Lithuania,2000,19.17,21.25,11.48,3.43,4.12,0.15,11.68,2.05,4.06,1.37,2.08,0.36,5.11,2.01,3.04,1.30,0.22,3499536,41765.93088,17840.40246,7130.723,2.026
Lithuania,2001,20.30,22.81,12.27,3.48,4.36,0.19,12.52,2.23,4.18,1.37,2.51,0.40,5.60,2.12,3.32,1.25,0.23,3470818,44579.16449,19042.08093,8277.008,1.804
Lithuania,2002,20.72,23.26,12.36,3.53,4.60,0.23,12.57,2.47,4.31,1.37,2.54,0.42,5.41,2.16,3.45,1.32,0.23,3443067,47638.86539,20349.0384,8864.688,1.917
Lithuania,2003,21.06,23.62,12.37,3.58,4.84,0.27,12.59,2.67,4.43,1.36,2.56,0.43,5.32,2.18,3.49,1.36,0.24,3415213,52520.26906,22434.13992,9252.787,0.182
Lithuania,2004,22.07,24.66,13.04,3.62,5.08,0.32,13.20,2.95,4.56,1.36,2.59,0.46,5.51,2.22,3.83,1.40,0.24,3377075,56380.92013,24083.22489,9385.715,0.883
Lithuania,2005,23.25,25.88,13.89,3.67,5.32,0.36,14.03,3.20,4.68,1.36,2.63,0.59,5.82,2.43,4.06,1.47,0.25,3322528,60779.89082,25962.25418,8847.55,1.206
Lithuania,2006,23.16,28.29,14.11,3.66,4.99,0.41,14.12,3.03,4.65,1.37,5.12,0.60,5.34,2.61,4.33,1.60,0.24,3269909,65547.96885,27998.94843,8718.187,0.923
Lithuania,2007,23.72,28.84,14.97,3.64,4.65,0.46,14.95,2.76,4.61,1.39,5.12,0.56,4.81,3.31,5.02,1.58,0.23,3231294,71997.75917,30753.9895,9459.665,2.196
Lithuania,2008,23.21,28.34,14.76,3.63,4.31,0.51,14.75,2.46,4.58,1.41,5.13,0.51,5.02,2.99,4.99,1.52,0.23,3198231,74105.45622,31654.29659,9519.803,2.221
Lithuania,2009,20.86,26.00,12.72,3.61,3.97,0.56,12.96,1.93,4.55,1.42,5.14,0.51,5.01,2.11,4.12,1.50,0.22,3162916,63181.04283,26987.91115,8765.519,1.396
Lithuania,2010,21.57,26.71,13.73,3.59,3.63,0.61,13.86,1.77,4.51,1.44,5.14,0.59,5.53,2.19,4.28,1.64,0.22,3097282,64021.47251,27346.90241,7051.988,0.766
Lithuania,2011,21.52,26.66,13.63,3.58,3.64,0.66,13.75,1.83,4.50,1.43,5.14,0.61,4.65,3.03,4.21,1.65,0.21,3028115,67862.76086,28987.71655,7287.045,0.957
Luxembourg,1990,11.64,11.64,10.68,0.48,0.49,0.00,10.45,0.32,0.77,0.09,0.00,0.39,1.59,4.87,2.60,1.37,0.02,381850,21460.3136,19324.84556,3388.577,NA
Luxembourg,1991,12.17,12.17,11.20,0.48,0.49,0.00,10.97,0.36,0.77,0.09,0.00,0.40,1.71,4.48,3.12,1.64,0.02,387000,23315.38399,20995.32203,3619.774,NA
Luxembourg,1992,11.84,11.84,10.87,0.48,0.49,0.01,10.68,0.32,0.76,0.09,0.00,0.39,1.61,4.06,3.41,1.58,0.02,392175,23739.64302,21377.36399,3632.357,NA
Luxembourg,1993,12.20,12.20,11.22,0.48,0.48,0.01,10.97,0.38,0.76,0.09,0.00,0.39,1.63,4.33,3.44,1.55,0.02,397475,24736.86186,22275.3518,3683.378,NA
Luxembourg,1994,11.37,11.37,10.39,0.48,0.48,0.02,10.15,0.38,0.75,0.09,0.00,0.49,1.29,3.85,3.49,1.50,0.02,402925,25682.03787,23126.47544,3555.109,NA
Luxembourg,1995,9.39,9.39,8.41,0.48,0.48,0.02,8.17,0.38,0.75,0.08,0.00,0.56,0.84,2.50,3.32,1.49,0.02,408625,26049.85608,23457.69288,3148.622,NA
Luxembourg,1996,9.48,9.48,8.48,0.48,0.49,0.03,8.28,0.37,0.75,0.08,0.00,0.61,0.69,2.48,3.41,1.68,0.02,414225,26444.55086,23813.11247,3194.163,NA
Luxembourg,1997,9.03,9.03,8.03,0.48,0.49,0.03,7.81,0.38,0.75,0.08,0.00,0.74,0.43,2.09,3.62,1.65,0.02,419450,28014.76771,25227.08054,3108.062,NA
Luxembourg,1998,8.44,8.44,7.43,0.48,0.49,0.04,7.22,0.39,0.74,0.08,0.00,0.84,0.17,1.49,3.79,1.75,0.02,424700,29833.2915,26864.64707,3001.306,NA
Luxembourg,1999,8.80,8.80,7.78,0.48,0.49,0.04,7.56,0.42,0.74,0.08,0.00,0.98,0.19,1.37,4.21,1.76,0.02,430475,32345.36225,29126.74725,3128.25,NA
Luxembourg,2000,9.40,8.66,8.37,0.48,0.50,0.05,8.15,0.43,0.74,0.08,-0.74,0.95,0.25,1.23,4.81,1.84,0.03,436300,35075.90997,31585.58424,3335.002,1.651
Luxembourg,2001,10.01,10.01,8.98,0.47,0.50,0.06,8.78,0.42,0.73,0.08,0.00,1.03,0.42,1.38,5.05,1.90,0.03,441525,35959.07063,32380.86355,3508.77,1.433
Luxembourg,2002,10.67,10.67,9.64,0.47,0.49,0.06,9.45,0.43,0.71,0.08,0.00,1.11,1.16,1.18,5.25,1.83,0.03,446175,37429.85422,33705.29274,3645.649,1.393
Luxembourg,2003,11.14,11.15,10.12,0.47,0.49,0.07,9.95,0.43,0.70,0.07,0.00,1.16,1.17,1.01,5.80,1.93,0.04,451630,38053.2455,34266.65174,3843.227,1.692
Luxembourg,2004,12.56,12.57,11.54,0.47,0.49,0.07,11.34,0.47,0.69,0.07,0.00,1.26,1.38,1.21,6.78,1.93,0.04,458095,39716.40482,35764.31378,4282.472,1.013
Luxembourg,2005,12.79,12.79,11.76,0.46,0.49,0.08,11.58,0.46,0.68,0.07,0.00,1.28,1.35,1.18,7.14,1.87,0.04,465158,41802.70789,37643.01348,4381.946,1.129
Luxembourg,2006,12.67,12.68,11.64,0.46,0.49,0.08,11.40,0.53,0.69,0.07,0.00,1.20,1.42,1.26,6.83,1.84,0.05,472637,43866.08608,39501.06949,4328.983,1.357
Luxembourg,2007,12.19,12.19,11.15,0.46,0.49,0.08,10.80,0.62,0.69,0.07,0.00,1.29,1.27,1.16,6.57,1.76,0.05,479993,46756.00321,42103.4174,4209.378,1.94
Luxembourg,2008,12.11,12.12,11.07,0.46,0.49,0.08,10.73,0.63,0.70,0.07,0.00,1.30,1.11,1.11,6.66,1.80,0.05,488650,46412.54416,41794.1352,4204.045,1.279
Luxembourg,2009,11.53,11.54,10.49,0.46,0.49,0.09,10.17,0.59,0.70,0.07,0.00,1.24,1.24,0.97,6.13,1.78,0.05,497783,43833.77027,39471.96936,3955.629,1.188
Luxembourg,2010,12.14,12.15,11.10,0.46,0.49,0.09,10.73,0.63,0.71,0.07,0.00,1.28,1.29,1.05,6.49,1.85,0.05,506953,45193.24385,40696.16475,4220.003,0.325
Luxembourg,2011,11.49,11.49,10.43,0.46,0.50,0.10,10.60,0.00,0.71,0.07,0.00,1.20,1.08,0.97,6.89,1.61,0.05,518347,46054.17013,41471.42218,4170.567,1.343
Malawi,1990,10.73,16.48,0.61,8.15,1.97,0.00,0.00,0.13,3.85,0.16,5.74,0.00,0.00,0.00,0.00,0.00,0.02,9447123,6003.353894,1786.601879,NA,0.616
Malawi,1991,10.62,16.36,0.66,7.54,2.42,0.00,0.00,0.14,4.23,0.16,5.74,0.00,0.00,0.00,0.00,0.00,0.02,9657518,6527.460606,1942.576365,NA,0.15
Malawi,1992,10.45,16.20,0.66,6.93,2.86,0.00,0.00,0.14,4.61,0.16,5.74,0.00,0.00,0.00,0.00,0.00,0.02,9759434,6048.803348,1800.127665,NA,0.749
Malawi,1993,10.32,16.07,0.69,6.32,3.31,0.00,0.00,0.15,4.99,0.16,5.75,0.00,0.00,0.00,0.00,0.00,0.02,9800635,6635.043706,1974.593163,NA,0.153
Malawi,1994,10.18,15.94,0.72,5.71,3.75,0.00,0.00,0.15,5.37,0.16,5.75,0.00,0.00,0.00,0.00,0.00,0.02,9851737,5955.603173,1772.391235,NA,0.27
Malawi,1995,10.03,15.79,0.73,5.10,4.20,0.00,0.00,0.15,5.75,0.16,5.76,0.00,0.00,0.00,0.00,0.00,0.02,9964065,6951.905163,2068.891331,NA,0.794
Malawi,1996,10.33,16.10,0.71,5.01,4.61,0.00,0.00,0.13,6.12,0.17,5.77,0.00,0.00,0.00,0.00,0.00,0.02,10153315,7460.553922,2220.265521,NA,0.189
Malawi,1997,10.69,16.47,0.76,4.91,5.02,0.00,0.00,0.17,6.49,0.18,5.78,0.00,0.00,0.00,0.00,0.00,0.02,10404259,7743.489396,2304.467295,NA,0.626
Malawi,1998,11.07,16.85,0.82,4.81,5.43,0.00,0.00,0.15,6.86,0.18,5.78,0.00,0.00,0.00,0.00,0.00,0.02,10700180,8045.117947,2394.23214,NA,1.031
Malawi,1999,11.55,17.32,1.00,4.71,5.85,0.00,0.00,0.18,7.23,0.19,5.76,0.00,0.00,0.00,0.00,0.00,0.02,11012707,8289.872808,2467.07134,NA,0.349
Malawi,2000,11.78,17.59,0.91,4.61,6.26,0.00,0.00,0.16,7.61,0.19,5.81,0.00,0.00,0.00,0.00,0.00,0.02,11321496,8420.527656,2505.954305,NA,0.797
Malawi,2001,12.28,18.78,0.90,4.60,6.78,0.00,0.00,0.18,8.14,0.20,6.49,0.00,0.00,0.00,0.00,0.00,0.02,11623166,8001.60945,2381.283984,NA,0.592
Malawi,2002,12.77,19.27,0.88,4.59,7.30,0.00,0.00,0.14,8.67,0.20,6.50,0.00,0.00,0.00,0.00,0.00,0.02,11926778,8137.636811,2421.765812,NA,0.963
Malawi,2003,13.36,19.91,0.96,4.58,7.82,0.00,0.00,0.17,9.20,0.21,6.55,0.00,0.00,0.00,0.00,0.00,0.02,12238739,8585.206835,2554.962932,NA,0.982
Malawi,2004,13.89,20.38,0.97,4.57,8.34,0.00,0.00,0.15,9.73,0.22,6.50,0.00,0.00,0.00,0.00,0.00,0.01,12569091,9001.729965,2678.920476,NA,0.879
Malawi,2005,14.34,20.81,0.92,4.56,8.86,0.00,0.00,0.17,10.26,0.22,6.47,0.00,0.00,0.00,0.00,0.00,0.01,12924746,9257.359132,2754.995877,NA,1.366
Malawi,2006,14.97,20.70,0.96,4.68,9.33,0.00,0.00,0.18,10.79,0.23,5.73,0.00,0.00,0.00,0.00,0.00,0.01,13307535,9448.24635,2811.804032,NA,0.997
Malawi,2007,15.56,21.28,0.95,4.80,9.80,0.00,0.00,0.18,11.31,0.23,5.73,0.00,0.00,0.00,0.00,0.00,0.01,13713758,10345.01894,3078.684118,NA,0.904
Malawi,2008,16.35,22.10,1.15,4.93,10.26,0.00,0.00,0.21,11.84,0.24,5.75,0.00,0.00,0.00,0.00,0.00,0.01,14138207,11207.68092,3335.412862,NA,0.512
Malawi,2009,16.84,22.58,1.06,5.05,10.73,0.00,0.00,0.21,12.36,0.25,5.73,0.00,0.00,0.00,0.00,0.00,0.01,14573338,12220.3885,3636.795274,NA,0.648
Malawi,2010,17.61,23.36,1.24,5.17,11.20,0.00,0.00,0.21,12.89,0.25,5.75,0.00,0.00,0.00,0.00,0.00,0.02,15013694,11055.96632,3290.262502,NA,1.03
Malawi,2011,17.73,23.48,0.96,5.26,11.51,0.01,0.00,0.00,13.24,0.26,5.75,0.00,0.00,0.00,0.00,0.00,0.02,15457531,11536.62392,3433.306506,NA,0.771
Malaysia,1990,117.69,-124.07,55.91,49.16,12.57,0.05,64.57,2.98,25.68,24.46,-241.76,2.17,18.28,15.30,14.04,3.12,13.83,18211097,184931.2354,57311.92612,21549.08,0.548
Malaysia,1991,126.95,-114.81,63.57,50.42,12.88,0.08,72.12,3.79,26.00,25.05,-241.76,2.40,25.00,17.37,15.10,3.56,11.08,18709963,202583.7815,62782.61589,26344.585,0.464
Malaysia,1992,134.82,-104.72,69.84,51.69,13.18,0.11,78.58,4.28,26.32,25.63,-239.54,2.51,24.57,18.97,16.13,4.57,14.34,19205112,220583.5853,68360.92408,29077.794,0.429
Malaysia,1993,139.86,-97.45,73.28,52.95,13.49,0.14,82.48,4.52,26.64,26.22,-237.31,2.80,27.82,21.69,16.74,3.97,12.26,19701410,242410.2138,75125.20118,31523.011,0.278
Malaysia,1994,146.38,-88.70,78.21,54.21,13.80,0.17,87.47,5.11,26.96,26.81,-235.08,3.70,29.25,21.69,18.47,5.21,12.85,20206546,264741.1464,82045.76687,31381.476,0.42
Malaysia,1995,157.89,-74.97,88.12,55.47,14.10,0.20,97.67,5.53,27.28,27.40,-232.86,3.97,32.43,26.67,19.58,5.55,13.43,20725374,290762.7711,90110.11267,33881.787,0.544
Malaysia,1996,166.61,-64.16,96.50,56.06,13.70,0.34,106.09,6.49,26.02,28.02,-230.77,4.56,35.60,27.00,22.36,6.96,14.18,21259831,319846.9019,99123.55789,37426.595,0.481
Malaysia,1997,173.91,-54.48,103.47,56.65,13.31,0.48,113.74,6.80,24.75,28.63,-228.39,4.81,38.88,28.02,25.80,6.12,14.92,21805835,343268.4684,106382.1212,43357.659,0.69
Malaysia,1998,172.36,-51.61,101.58,57.24,12.91,0.63,113.83,5.81,23.49,29.24,-223.96,6.23,41.42,27.03,23.93,5.78,15.66,22355057,318005.9159,98553.01904,41112.267,1.279
Malaysia,1999,180.16,-43.99,109.05,57.83,12.51,0.77,122.28,5.80,22.22,29.85,-224.15,5.54,44.61,25.97,29.25,6.05,16.41,22896048,337523.8785,104601.8189,41484.177,0.483
Malaysia,2000,189.84,-32.09,118.39,58.42,12.11,0.91,131.82,6.62,20.95,30.46,-221.93,5.36,48.15,29.35,30.94,6.23,17.15,23420751,367424.6737,113868.356,47109.972,0.449
Malaysia,2001,198.33,382.02,124.90,59.81,12.39,1.24,137.55,8.13,21.61,31.06,183.69,5.71,50.35,29.95,33.56,6.18,17.51,23925742,369326.7405,114457.8244,49255.235,0.689
Malaysia,2002,209.35,392.79,133.93,61.20,12.66,1.57,146.72,8.71,22.26,31.67,183.44,5.58,53.31,31.93,34.37,6.60,20.52,24413795,389237.1019,120628.2324,51009.433,0.785
Malaysia,2003,219.10,401.43,141.69,62.58,12.93,1.90,153.42,10.49,22.91,32.27,182.33,5.72,56.48,32.73,36.62,6.08,21.51,24890654,411768.0888,127610.7967,54618.839,0.781
Malaysia,2004,232.92,414.84,153.51,63.97,13.20,2.23,166.43,10.05,23.56,32.88,181.92,6.37,63.02,36.01,39.31,6.40,21.69,25365089,439700.1207,136267.1957,58690.644,0.755
Malaysia,2005,244.11,425.36,162.72,65.36,13.48,2.56,174.96,11.46,24.21,33.48,181.25,6.15,69.65,37.60,39.07,6.78,21.86,25843466,463145.5429,143533.1521,63506.554,0.938
Malaysia,2006,251.98,399.95,169.40,66.12,13.55,2.90,181.48,12.07,24.32,34.10,147.97,6.66,73.99,40.99,37.30,7.48,21.72,26327098,489012.3652,151549.5232,63715.139,0.707
Malaysia,2007,267.60,415.19,183.85,66.87,13.62,3.25,195.49,12.96,24.43,34.71,147.59,6.62,80.55,44.51,39.98,9.06,21.39,26813819,519812.4496,161094.7585,69969.609,0.763
Malaysia,2008,280.58,427.54,195.65,67.63,13.70,3.60,207.32,13.38,24.54,35.32,146.96,6.48,90.66,43.98,42.14,8.57,21.97,27302348,544930.3362,168879.0274,73006.305,0.628
Malaysia,2009,267.16,414.43,181.05,68.39,13.77,3.95,192.94,13.64,24.65,35.94,147.28,6.45,85.76,35.55,41.29,7.96,22.38,27790324,536681.8199,166322.7348,69857.86,0.865
Malaysia,2010,282.60,428.91,195.31,69.14,13.84,4.30,207.28,14.01,24.76,36.55,146.31,7.26,100.05,32.21,42.43,11.28,21.32,28275835,576530.4781,178672.2081,72645.419,1.111
Malaysia,2011,294.97,441.29,205.93,70.25,13.92,4.87,218.46,14.46,24.87,37.19,146.31,8.22,110.44,32.75,43.02,10.40,21.85,28758968,606093.4127,187834.0391,75907.337,0.754
Maldives,1990,0.20,0.20,0.15,0.04,0.00,0.00,0.00,0.00,0.00,0.04,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,215859,NA,NA,50.89694,0.528
Maldives,1991,0.22,0.22,0.17,0.04,0.00,0.00,0.00,0.00,0.00,0.05,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,221963,NA,NA,NA,0.566
Maldives,1992,0.30,0.30,0.25,0.05,0.00,0.00,0.00,0.00,0.00,0.05,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,227863,NA,NA,NA,0.174
Maldives,1993,0.27,0.27,0.22,0.05,0.00,0.00,0.00,0.00,0.00,0.05,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,233611,NA,NA,NA,0.209
Maldives,1994,0.27,0.27,0.22,0.05,0.00,0.00,0.00,0.00,0.00,0.05,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,239291,NA,NA,NA,0.409
Maldives,1995,0.33,0.33,0.27,0.05,0.00,0.00,0.00,0.00,0.00,0.05,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,244965,NA,NA,NA,0.681
Maldives,1996,0.37,0.37,0.32,0.05,0.00,0.00,0.00,0.00,0.00,0.05,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,250659,NA,NA,NA,0.418
Maldives,1997,0.42,0.42,0.37,0.05,0.00,0.00,0.00,0.00,0.00,0.06,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,256347,NA,NA,NA,0.573
Maldives,1998,0.39,0.39,0.33,0.06,0.00,0.00,0.00,0.00,0.00,0.06,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,261973,NA,NA,NA,0.917
Maldives,1999,0.53,0.53,0.47,0.06,0.00,0.00,0.00,0.00,0.00,0.06,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,267456,NA,NA,NA,0.297
Maldives,2000,0.56,0.56,0.50,0.06,0.00,0.00,0.00,0.00,0.00,0.06,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,272745,540,NA,NA,0.255
Maldives,2001,0.64,0.64,0.58,0.06,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,277825,1809.49749,797.7269054,NA,0.46
Maldives,2002,0.75,0.76,0.69,0.06,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,282743,1919.839622,846.3718402,NA,0.618
Maldives,2003,0.66,0.67,0.60,0.06,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,287594,2191.561983,966.162135,NA,0.518
Maldives,2004,0.85,0.85,0.78,0.06,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,292505,2465.092381,1086.749513,250,0.387
Maldives,2005,0.77,0.77,0.70,0.07,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,297576,2251.245604,992.4739873,225,0.775
Maldives,2006,0.96,0.96,0.89,0.07,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,302825,2692.16501,1186.855729,288,0.317
Maldives,2007,0.99,0.99,0.92,0.07,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,308239,2976.359665,1312.144503,299,0.363
Maldives,2008,1.09,1.09,1.01,0.07,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,313843,3339.433146,1472.207441,NA,0.169
Maldives,2009,1.15,1.15,1.07,0.08,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,319660,3218.043357,1418.692085,NA,0.53
Maldives,2010,1.16,1.16,1.07,0.08,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,325694,3445.197238,1518.834121,NA,0.683
Maldives,2011,1.16,1.16,1.07,0.08,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,331964,3688.069114,1625.905522,NA,0.561
Mali,1990,16.08,22.62,0.42,8.70,6.96,0.00,0.00,0.01,15.46,0.19,6.54,0.00,0.00,0.00,0.00,0.00,0.00,7964066,8785.691677,2625.455319,NA,0.903
Mali,1991,16.15,22.69,0.44,8.77,6.95,0.00,0.00,0.01,15.51,0.19,6.54,0.00,0.00,0.00,0.00,0.00,0.00,8130473,8927.673977,2667.884327,NA,0.685
Mali,1992,16.22,22.76,0.44,8.83,6.95,0.00,0.00,0.01,15.56,0.19,6.54,0.00,0.00,0.00,0.00,0.00,0.00,8322743,9671.640275,2890.206068,NA,0.194
Mali,1993,16.29,22.83,0.45,8.89,6.94,0.00,0.00,0.01,15.61,0.20,6.54,0.00,0.00,0.00,0.00,0.00,0.00,8535338,9464.724871,2828.372901,NA,1.026
